company,company_rating,title,uppers,downers,advice,date,author
"Deloitte
",4,“Executive in Advisory Services”,"Reputable firm with a large client base globally. On the cutting edge of topics, but the firm refuses to be on the bleeding edge. Excellent PTO, job opportunities, and career growth tools.
","
Marginal salary",,"Dallas, TX2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Advisory Services”,The Diversity and ability to change between multiple work stream and learn new things,,,"Minneapolis, MN2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"The people I work with.
","
Work/life balance.",,"Chicago, IL2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Tax”,"career growth opportunities and challenging issues to solve.
","
the amount of time spent in the office or on work related issues from home.",,2014,VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"The promotional opportunities, the culture, working with people who want to be the best in their field and give 100% to their job
","
Dealing with politics, being an auditor our client's perception that we aren't value-added.",,"San Jose, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Advisory Services”,"The people I work with and interact with on a daily basis. Everyone is young and very motivated to perform well and execute products of the highest quality.
","
The limited number of staff available results and long hours and more responsibilities for me and my colleagues.",,"Boston, MA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Executive in Advisory Services”,"The flexibility of clients and locations. I could not sit in the same office everyday
","
The hours required and late nights working.
","
Remember, this job is going to require long hours of you. You'll want to understand that and plan to prove yourself and your commitment early.","Chicago, IL2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"Flexibility - Work/Life Balance - Prestige of representing the largest service organization in the world.
","
Hours are longer than many other places - overall scheduling process finds people overrun with work.
","
Best place to start your career. I've stayed a long time - but you learn more as an auditor here than you would in most other places.","San Francisco, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced”,"Opportunities to work with prestigious market-leading clients on challenging work. Room to carve out a customized role.
","
Heavy administrative demands, dealing with compliance requirements and very challenging work-life balance (at times).
","
With large entities, everyone's experiences will vary, so try to speak to a number of people who work at a firm before making a decision. /","New York, NY2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Advisory Services”,"PTO time and the culture.
","
Hours",,"Chicago, IL2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Transaction Services”,"Always work with very intelligent and interesting people - makes every day interesting and a learning opportunity.
","
Sometimes the hours and lifestyle is challenings when work is busy.
","
Be prepared to potentially put in long hours - especially when first starting out be a ""yes""-man/woman and volunteer to take on new tasks. Hard work and a good attitude will be your best friends early in your career. The hard work can be rewarding at the end of the project reflecting on value created and lessons learned. You'll work with and work for a lot of great people and create relationships with people that will stay with you your entire career.","San Francisco, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"The every day people I work with, and the ability to learn and take on responsibility at a very accelerated rate
","
Failure to recognize and promote high performers and instead promoting mediocrity based on the ""standard scale"" of promotion, and failure to fulfill on promises. I believe people care about your career progression and want to help, as long as that future career progression is doing the same thing you are doing now with the firm.
","
If you want to start your career at a place that offers you great learning opportunities while working with smart, fun, incredibly motivated people, this is the job path for you. If you are looking to work the bare minimum and not put in real time and effort to build your career, go somewhere else, we do not have time for you. We want hard working individuals with passion and interests outside the workplace, and a social attitude that fits in well with a team culture. Expect to work hard, but expect to develop a network that will help support you if and when you need it.","San Francisco, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Advisory Services”,"flexibility, variety of projects, people/culture
","
long hours, pay not commensurate with number of hours, very low 401(k) matching
","
you'll work a ton at all the Big 4 so that shouldn't sway one's decision. the people/culture are great.","San Francisco, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Executive in Tax”,"people, flexibility
","
not being able to hire our own people for our practice",,"Los Angeles, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level”,"You can get ahead by doing the bare minimum.
","
Everything.
","
Go work for a boutique or local firm that will actually be concerned with you as a person, with your growth, and invests in you. If you work hard at Deloitte, you will initially be appreciated, but people will expect that you will keep exceeding increasingly higher standards. You will burn out and leave with a bad taste in your mouth.","Arlington, VA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"Fantastic focus on career development, great culture, tremendous flexibility, and unique work and career experiences
","
Occassional unanticipated demands on time and schedules",,"Dallas, TX2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"the vacation time
","
the hours",,"Dallas, TX2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"People, Clients, and Industry
","
Hours, work-life balance and compensation",,"Dallas, TX2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"The flexibility in terms of exactly where/when I can get my work completed, being able to go to doctors appointments, etc. Also the vacation time, though it has to be scheduled in advance. Lots of great job security and looks great on any resume. Lots of responsibility/exposure (at least in the Advisory practice) fairly soon after being hired.
","
Salary is not competitive - would make far more money working elsewhere. Firm does not educate New Hires in terms of actual tasks that they will be performing, so it is your responsibility to educate the New Hire and do your own job as well. Get sent to client sites often alone, which is very lonely.
","
I think that many of the ""negative"" aspects that people will mention (low pay in relation to workload, difficult clients, Consulting work can be lonely, etc) pertain to the nature of our job itself and not necessarily to my firm. Therefore, if someone knew that they wanted to go into Accounting and all the negatives were a given, you would say Deloitte is a great place to do that. It has a great reputation, there is good job security, and if you work hard to do well your performance is recognized (with awards, bonuses, raises, etc). There is a steep learning curve in Advisory but you learn quickly and have far more exposure and skills to add to your resume/repertoire after a short time of working at the firm.","San Jose, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Advisory Services”,"Ability to interact with substantial clients, experience in the field is unparralled, responsibility given generously once ability is demonstrated, flexibility in work location and hours depending on client requirements.
","
Less mentorship and interaction between partners/directors and staff than in the past. Very busy work environment, which has pluses but can burn you out if you don't learn to say no when you don't have capacity.
","
I have been i the work force for nearly 20 years and have worked at a number of companys. I ca say that Deloite provides a uniquw opportunity to dive into client service, interact with some of the best clients and develop industry and market offering skills very quickly. The firm offers a multitude of opportunities and if you are patient you can modify your career from within if the need arises. Over all I have been very happy in my 10+ years with Deloitte.","Parsippany, NJ2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Advisory Services”,"The people you work with and the challenges you face
","
work/life balance (if you're doing well. If you're doing crappy, you have great WLB)",,"Parsippany, NJ2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Other in Advisory Services”,"People
","
Hours",,"Boca Raton, FL2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Executive in Forensic Accounting”,"Intellectually interesting work, interaction with people I respect, lots of freedom, and appropriate compensation
","
Highly variable schedule, unplanned disruptions",,"Atlanta, GA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"The variety of the opportunities available to me and the people whom I have the priviledge of working with
","
The long hours, tough clients and unpredictable schedules
","
Deloitte is the perfect place to launch your career and to continue to develop yourself and stay longer into your career- that is why I started at Deloitte and more importantly that is why I am still here.","Dallas, TX2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,The growth and learning opportunities are second to none.,,,"Dallas, TX2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Executive in Advisory Services”,"Great place to start your career and build on it.
","
Too much discrepancy in Pay at Partner/Principal v/s Exec. Director level most of which cannot be justified",,"Parsippany, NJ2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"We work with intelligent people, many opportunities to advance your career, everyone works hard, the on the job training can't be beat
","
hours",,"Charlotte, NC2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Partner/Principal in Audit & Assurance”,"Excellent career development opportunities
","
The unpredictabilty in serviing complex clients creates a challeng for work/life balance.
","
Deloitte is a great place to work and provides outstanding career opportunities for highly motivated individuals.","San Francisco, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Advisory Services”,"The people who work at Deloitte are all very smart and talented and willing to help/mentor others at the drop of a hat.
","
The compensation and promotion policies are atrocious, as is the firm's support for employee's obtaining advanced degrees.",,"New York, NY2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Advisory Services”,"Type of work
","
Work life balance
","
The workload is what one is willing to take, however there is less tolerance for non performers. The quality of life could be better but lot of the pressure is driven by the market conditions for the past few years.","New York, NY2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Partner/Principal in Audit & Assurance”,"The people I work with- highly qualified and interested in my upward mobility
","
Work life balance
","
There is no better way to build skills necessary to succeed in business world than public accounting. You are limited only by what you are willing to invest.","Saint Louis, MO2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"meeting people
","
the hours, the fact that people get promoted not based on merit but more based on need and a set time level regardless of if you were a high or low performer
","
too much of a focus on chargeable hours....","San Francisco, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"The people here are some of the most brilliant people I have ever encountered and they take the time to teach me. I have the ability to grow and gain experience at a rate I could not get elsewhere.
","
The hours can be long and there is a great deal of stress at certain points of the year.
","
You will work hard, but it is worth the experience. The people you will connect with make the entire experience worthwhile.","Ft. Worth, TX2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Advisory Services”,"culture
","
turf disagreements",,"Denver, CO2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"Career oppoprtunites and flexibility
","
The hours
","
The quality of life and career progression","Grand Rapids, MI2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Internal Audit”,"Great benefits/quick promotion path
","
Stress/Long hours
","
Being able to say that you were a manager + at a firm like Deloitte is invaluable to your career. Stayinig with the firm is a great option if that's what you want to do, but working for a big 4 firm sets you up for the rest of your career.","Phoenix, AZ2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"Vacation time, good benefits
","
the hours",,"Austin, TX2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Other in Advisory Services”,"Great culture and smart colleagues
","
Issues with retention
","
Excellent place to start a career and learn a variety of business skills.","Arlington, VA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"Work / life fit is incomparable
","
Senior promotion opportunities are limited",,"New York, NY2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"The firm provides ample opportunities to work on challenging and complex client engagements and ability to have flexibility and job promotion opportunities.
","
Work/life balance
","
Deloitte is a great employer and I am very happy there. It is a tough business model to run a public accounting firm as you will always have work/life balance issues but I think they do try as hard as they can to mitigate this as much as possible.","Parsippany, NJ2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"Big 4 experience
","
Big 4 hours",,"Houston, TX2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Transaction Services”,"I like my colleagues and the flexibility of where I work
","
Hours can sometimes be brutal (long nights, weekends)",,"Charlotte, NC2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Advisory Services”,"Compensation and paid time off
","
Pressure related to all non-client related initiatives",,"Denver, CO2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"Working with great people in a fast paced ever changing environment.
","
Overburdening regulator oversight",,"Boston, MA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Advisory Services”,"The people and the culture of the firm make it an excellent place to work. I could do my job at any number of other firms, but the people here are what make it enjoyable
","
The work is very demanding and many professional work excessive hours, resulting in poor work/life balance. This pushes many valuble and talented employees to leave the firm.
","
The work is hard and the hours are long. But the people are wonderful and really make it enjoyable. And ultimately, the knowledge and experience you gain make it all worthwhile.","Philadelphia, PA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"The opportunity to grow within the firm at a young age, and firm culture.
","
Work life balance.
","
Definitely expect to work a lot, but ultimately you will probably feel rewarded by the work you put in.","Hartford, CT2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced”,"Culture, People
","
Hours, Stress",,"Chicago, IL2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"Formal trainings, leave of absense, vacation hours, the people I work with
","
work life balance, pay is below average for a CPA with multiple years of public accounting experince",,"Salt Lake City, UT2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"The firm provides constant learning opportunities and challenges which I personally enjoy.
","
The extremely poor work-life balance for which there is no sign of improvement (ever).
","
I don't have any further insight other than already noted previously.","Denver, CO2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"The people are amazing.
","
The lack of compensation for the amount I work",,"Indianapolis, IN2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Advisory Services”,"Education
","
Competitive culture",,"Arlington, VA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"Learning and promotional opportunities
","
Long hours during January - March
","
If you're willing to work very hard during the winter period of each year, you will have great opportunities for career advancement and have flexibility in your hours during the summer.","Milwaukee, WI2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Partner/Principal in Audit & Assurance”,"The Deloitte brand, flexibility and compensation
","
Being subjected to the regulatory oversight of the PCAOB inspection process.
","
Deloitte is an outstanding place to begin a career. It provides exceptional training, invaluable experience, and forms a lifelong network, regardless of one's length of employment.","Minneapolis, MN2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"Culture and experience is unmatched
","
Work life fit",,"Seattle, WA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Tax”,"The opportunity to explore different jobs in the firm has led to me work and live in three different cities.
","
The long busy season hours, the level of stress to produce for clients and the lack of opportunity for promotion to PPD.
","
Deloitte is a great firm to begin your career right out of college because your colleagues from your start class can become lifelong friends. It has many formal trainings to develop you as a professional and hosts many social events. The cost of it may be your youth and sanity during the busy seasons. If you are not working in the professional services sector, it would be an awesome firm.","New York, NY2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Forensic Accounting”,"People
","
Travel",,"Atlanta, GA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Advisory Services”,"Interesting work, great opportunity, respect
","
Compensation",,"Arlington, VA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"The great professionals who I interact and work with every day
","
The unexpected staffing changes and resulting hours that can result in",,"Costa Mesa, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"ever changing challenges, exposure to variety of experiences, early opportunities to manage other people, diverse workplace
","
every growing responsibilities, huge commitment of time, sacrifice of personnal life, limited opportunities if the person is not willing to fully committ, definitely not a work you can do ""part-time"" and succeed
","
great opportunity for people who enjoy variety of experiences, want to experience first-hand how businesses are run in various industries, thrive under pressure of deadlines, enjoy work with teams and are committed to continuous self-development","Detroit, MI2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"The flexibility and room for career growth.
","
Work load during busy season.",,"Los Angeles, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"I greatly respect and enjoy working with my colleagues, and I find my client experience to be interesting and educational.
","
Pay could be higher (raises were down substantially this year compared to prior year for similar performance at given experience levels)",,"Chicago, IL2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Advisory Services”,"Compensation, ability to work from home, fitness subsidy, 401K match, interesting projects, challenging work, steady promotions, vacation time
","
the hours, feeling penalized every time you partake in recruiting or volunteer activities because you still have to make up your client hours so your utilization will not take a hit
","
Deloitte is a great place to have a career. Compensation, vacation time and other perks are great, but you'll definitely put in the hours to earn them. The experience you gain and how quickly you're promoted can't be beat.","Hartford, CT2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Partner/Principal in Forensic Accounting”,"Diversity in the types of projects I work on as well as the teaming culture of our firm
","
A lot of administration (risk management and independence requirements)
","
for forensic investigations practice, you need to be flexible. we are in the crisis management business and my schedule and travel requirements are constantly in flux. This lifestyle is not for everyone. I equate it to being an emergency room physician. You just dont know what cases are going to walk in the door from one minute to the next.","Atlanta, GA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"The people we work with, and the constant challenges and new things we get to see and do
","
Lack of work/life balance for me personally due to shortages at the manager level in our office.",,"Las Vegas, NV2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Executive in Advisory Services”,"The people on my projects, the clients I work with.
","
Internal politics are getting in the way of client work.",,"Charlotte, NC2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"Great experience and career development
","
Work never leaves my side",,"Chicago, IL2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"Flexibility and constantly changing projects which allow for more diversity in experience
","
Often longer hours and little reward in the early years",,"Boston, MA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"colleagues
","
busy season hours",,"Detroit, MI2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"Teams that you work with; Client interaction: on the job training - feel as though everyday learn something new
","
Work-life balance is bad and cant really see a way that it could change",,"San Jose, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"Flexability, exposure to high level clients
","
Hours/Compensation for working those hours",,"New York, NY2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"Being intellectually challenged, exceptional coworkers, opportunity to learn and advance, working on complex, important issues
","
Working in an industry that requires long hours,",,"Richmond, VA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"the people
","
the hours",,"Chicago, IL2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"Vacation, flexibility, learning curve
","
hours, work/life balance",,"Columbus, OH2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"
Compensation",,,"Detroit, MI2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced”,"People I work with. They are an amazing group.
","
The extreme hours, crazy demands on your time, and lack of respect for any work/life balance.",,"Arlington, VA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"Constantly learning and offered a lot of training.
","
Constant increasing hours in response to regulators and not necessarily in response to our clients.",,"New York, NY2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"The people
","
The work load",,"San Jose, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Other”,"location
","
In order to move up, it would be esier for me if I changed locations",,"Nashville, TN2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level”,"working with young people, travel perks, good benefits
","
long hours, work is tedious
","
Look at the clients you want to be involved in. The more you are interested in the projects you are assigned, the more you will enjoy your job. Really think about who is interviewing you, are they someone you want to work for, because you will probably end of working for them at some point upon being hired. Although the work load is big, the room to grow and learn is high. The longer you stay, the better the job gets and the more interesting the projects you work on are.","San Francisco, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Executive”,"autonomy
","
too big, very ""corporate""",,"Parsippany, NJ2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Advisory Services”,"Great client projects
","
Compensation, Work - Life Balance, Biased promotion policies
","
Work - Life balance is a misnomer","Jersey City, NJ2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Advisory Services”,"Great learning opportunities
","
Compensation; supposedly Deloitte has great work-life balance programs but I do not know anyone in client service related service lines that feels that way",,"San Francisco, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"Exposure to clients, experience, challenge, medical benefits, colleagues
","
Hours, PCAOB internal control regulations, promotion policies, responsibilities/workload",,"Salt Lake City, UT2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"The best aspects of Deloitte are 1) the People, 2) the global presence, and 3) the client baseq
","
The worst aspects of Deloitte are 1) the current leadership, 2) the pay, and 3) the hours
","
Candidates should realize that this job is demanding but will offer a lot of career growth and development. / / I would recommend having a 3-5 year plan when you join the firm or shortly thereafter. Once you do, it will shape the way you make decisions.","San Jose, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"Challenging work, learning something new every day, working with great / smart people (most of the time)
","
Number of hours",,"Chicago, IL2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"The people
","
The long hours and almost impossible feat of mastering work/life balance
","
The firm is one of the best places to start your career. The learning opportunities are incredible, and the work is challenging.","Las Vegas, NV2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"People, training, opportunities outside of day to day work
","
Hours, compensation, and growth",,"McLean, VA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"flexibility
","
hours / not being able to disconnect",,"Hartford, CT2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Advisory Services”,"colleagues
","
utilization pressure",,"Atlanta, GA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Executive in Audit & Assurance”,"Flexibility, and the people I work with for many years. Although, the opportuniities to network internally with industry professionals internallly in minimal.
","
Pressure to make zero mistakes with very little time and not enough resources.
","
This is a great firm with a great history. The possibilities are endless and you can own your career to a certain extent.","Stamford, CT2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"Benefits, training received, experience in working with various clients and various engagement teams
","
Hours, and compensation could be higher based on marketplace",,"Charlotte, NC2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"flexible hours, the profesionalism, experience and expertise of the people you work with
","
The firm's messaging regarding its commitment to work/life balance, which is inconsistent with expecation of the amount of work to be accomplished with amount of resources on hand.",,"Columbus, OH2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"Hard, Challenging work where I learn a lot
","
Work Life Balance",,"Parsippany, NJ2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Forensic Accounting”,"Flexibility, ability to travel extensively
","
Leadership void, lack of direction of firm
","
Don't plan on having a career here. Start here, learn a lot and then consider options. Be selfish - do what is asked of you, but be selective when possible to choose projects that align with your interests. Do not get sucked into aligning your goals with the goals of the firm.","Los Angeles, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Advisory Services”,"Lots of vacation, if you get to use it.
","
Managers expecting you to always be by your phone/computer.",,"Chicago, IL2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"Development opportunities
","
Work/Life fit",,"McLean, VA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"Work with many people who are very intelligent
","
politics",,"Boston, MA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"team and client
","
horus and pay",,"Stamford, CT2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Partner/Principal in Audit & Assurance”,"We have an energetic group of professionals that have a common desire to go the extra mile and to do well. You can be who you are at this firm and still be liked and appreciated as long as you do high quality work.
","
There is a lot of work, and sometimes leadership seems so focused on reaching metrics or on administrative items that it seems like such interferes with the tempo of the business.
","
I have never interviewed or looked elsewhere for a job during my entire career.","Chicago, IL2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"Opportunity & upward mobility
","
Very hard to balance work demands with motherhood",,"San Francisco, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"The people are amazing and there is flexibility if you own your career.
","
The expectations keep getting higher and higher and are to a point where they feel unmanageable - there is only so much we can do.",,2014,VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"Challenging work and early responsibilities.
","
Time requirements and compensation levels.",,"Minneapolis, MN2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"The smart and driven people. Aslo, the amount of knowledge you develop in a very short amount of time.
","
The hours and stress. Also the attrition, it is hard to see great people leave the firm for other opportunities.
","
The workload is a lot. If you prove you can handle a large amount of work and balance several clients, the work will keep coming.","Cincinnati, OH2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Advisory Services”,"The people.
","
The absolutely terrible pay.",,"New York, NY2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Transaction Services”,"Compensation and benefits, accounting expertise
","
Quality of life, firm culture",,"Dallas, TX2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Advisory Services”,"The people here are very intelligent and hard working. I have yet to meet a person here who is not committed to providing a quality work product and work on it until completion. This kind of culture allows that you are never covering for anyone and you know that the person next to you has your back and is working just as hard as you are. The benefits are good and the work is very challenging.
","
The hours are long and no one seems to respect the outside life that people are trying to lead. It also seems as though those that we work with do not respect the amount of work that is being done. They seem to take advantage of the ability of the firm to fix problems big and small.
","
The work load here is tremendous. Coming from a private company the things that are done within a day or two here would have taken over a week at that company. The reason that this can be done that much quicker is because the people here are extremely intelligent and the environment is extremely collaborative. If you have a problem you are struggling with most times you can find someone either on the same engagement team or within your division that has encountered the same problem and has the ability to fix it.","Arlington, VA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"You get the opportunity to learn a great deal and work with some great clients.
","
The hours are horrible and the pay is not great.",,"Houston, TX2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"Paid Time Off
","
Too much mundane documentation work for a professional.",,"Costa Mesa, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"Training is top notch, and it facilitates great exit opportunities.
","
There is no Work-Life Balance.",,"New York, NY2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Advisory Services”,"
time invested in extra-curriculum activities",,,"Chicago, IL2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"Future potential earnings and opportunity.
","
Long hours, low pay compared to other opportunities, promotion is stuck to a time track rather than demonstrated skills/abilities.",,2014,VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"Working with smart individuals, the level of exposure to high-level individuals at the client, learning and development opportunities, prestige of Deloitte, flexibility.
","
The quality and satisfaction of work continues to decline as the role of our regulators creates more and more requirements with ever-increasing pressure on hours and efficiency. This obviously hurts morale.",,"New York, NY2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Experienced in Audit & Assurance”,"Reputation
","
work-life balance",,"San Diego, CA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"Great reputation, exposure to diverse client base
","
Work hours",,"Dallas, TX2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Executive in Advisory Services”,"It is a good place to work and I enjoy the work I do and clients I serve. I make my own hours and have tremendous flexibility
","
Leadership is disconnected from reality and there are limited opportunities to progress after a certain level.
","
This is the best Firm to work for early in your career to build basic skills and competencies that will be useful in all future careers. You will form relationships and bonds with colleagues and clients that you will keep for life.","Philadelphia, PA2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"
work hours, stress",,,"New York, NY2014",VERIFIED EMPLOYEE
"Deloitte
",4,“Mid-level in Audit & Assurance”,"Flexibility during off-peak times
","
Long hours, deadlines (client service),
","
there is a lot of work and long-hours in comparison to the pay. Quality of life is fairly low, especially during peak-times; learn a lot. Work close to 70-80 hours per week during peak-times.","Buffalo, NY2014",VERIFIED EMPLOYEE
