,company,company_rating,title,content,author,year
1077,"Deloitte
",4,diversity_review,['The organization makes great efforts in being a leader in the industry and global/US market for pushing diversity. We still have a ways to go to balance the scales and support these continuous diversity efforts.'],Detroit,['2019']
1078,"Deloitte
",4,diversity_review,['Overall we have various inclusion counsel and opportunity to get involved. I am in the audit practice and not often am I at our office where it is more apparent what our company does for these individuals'],Philadelphia,['2019']
1079,"Deloitte
",4,diversity_review,"['Very good with community involvement and making an impact in the local community. However, not very diverse working environment when it comes to hiring and retaining talents.']",Experienced in External AuditPhiladelphia,['2019']
1080,"Deloitte
",4,diversity_review,"[""I feel like I'd have more faith in our inclusion initiatives if (1) they weren't basically entirely run by volunteers (i.e. Deloitte employees who devote additional time to creating a more inclusive environment,) and (2) if I saw more inclusive leadership, both in practice and in terms of representation.""]",Entry-level in ConsultingNew York,['2019']
1081,"Deloitte
",4,diversity_review,"[""Most of what the firm does feels insincere but I suppose corporate greed doesn't stop at our clients.""]",Mid-level in Audit & AssuranceLas Vegas,['2019']
1082,"Deloitte
",4,diversity_review,['Significant work remains. Some CSR initiatives feel gimmicky.'],Mid-level in Audit & AssuranceBoston,['2019']
1083,"Deloitte
",4,diversity_review,"[""They show effort in increasing diversity. We do one required philanthropic event each year and very little leadership (senior managers and PPDs) attend, so I can't say that our firm shows a genuine interest in community engagement - only to the extent that it makes the firm look good.""]",Missoula,['2018']
1084,"Deloitte
",4,diversity_review,"['Best - We have internal initiatives to promote all causes listed above - LGBT, women, minorities. And the firm encourages philanthropy and has a gift matching program', 'Worst - none']",Experienced in Information TechnologyCosta Mesa,['2018']
1085,"Deloitte
",4,diversity_review,"['best - firm sponsored impact day is a great day of firm-wide community service where you really feel that you are making a difference', 'worst - none']",Experienced in Internal AuditHartford,['2018']
1086,"Deloitte
",4,diversity_review,['Deloitte is a company that demonstrates inclusion every day. they walk the talk. i am proud to be a member of such a company!!!'],Experienced in Financial Accounts & ReportingNorfolk,['2018']
1087,"Deloitte
",4,diversity_review,"[""Our diversity has always been one of the things I am most proud of. We have an inclusive culture, and our work force reflects that. We have an Impact Day program, and I enjoy leading a project very much, but the budgeting is very tight. I wish they allowed more money towards this program. I end up working harder to plan the event than others do so that I don't use my budget to feed folks and can use more towards the charity we are working with. Others spend half their budget feeding our people lunch.""]",Experienced in Audit & AssuranceStamford,['2018']
1088,"Deloitte
",4,diversity_review,['The firm does a good job with regards to diversity. Anyone who can do the work is welcome.'],Mid-level in External AuditPhoenix,['2018']
1089,"Deloitte
",4,diversity_review,['we have impact day where we take all of the office to Ronald mc Donald house'],Executive in TaxColumbus,['2018']
1090,"Deloitte
",4,diversity_review,"[""Deloitte takes strong, early public positions on the correct side of diversity issues, which I've always been glad to see.""]",Mid-level in TaxChicago,['2018']
1091,"Deloitte
",4,diversity_review,['The firm is very progressive. I am a minority and I have never felt mistreated in any way. Just the opposite I feel diversity is embraced and celebrated.'],Partner/Principal in Audit & AssuranceSan Diego,['2018']
1092,"Deloitte
",4,diversity_review,"[""The firm's IMPACT Day sets us apart from the rest. Being able to dedicate a day where all employees can contribute their time to charitable organizations and places in our communities across the country is tremendous. I look forward to this day each year.""]",Executive in Audit & AssuranceNew York,['2018']
1093,"Deloitte
",4,diversity_review,"['No issues, strong focus on diversity and inclusion.']",Experienced in External AuditMcLean,['2018']
1094,"Deloitte
",4,diversity_review,"['I think our Firms focus on Inclusion is great - nothing negative to report. In fact, we changed our strategy this year to match more of our demographics of the employee base. Made our programs more ALL INCLUSIVE.']",Partner/Principal in Audit & AssuranceHouston,['2018']
1095,"Deloitte
",4,diversity_review,"['Every person is treated the same and has the same opportunities. It is all about performance and delivering quality work. The firm wants the best and brightest, all other aspects are irrelevant, we just want the best people.']",Partner/Principal in ConsultingPittsburgh,['2018']
1096,"Deloitte
",4,diversity_review,"['Our firm goes above and beyond to focus on inclusion of everyone; being a female, i am consistently given opportunities to connect with other female leaders and encouraged by them on how to be successful here.']",Experienced in Internal AuditHouston,['2018']
1097,"Deloitte
",4,diversity_review,"['No discriminaton in hiring, firm support of minority groups by financial sponsorship of ""clubs"" where similarly situated or interested folks can participate openly.']",Partner/Principal in Audit & AssuranceDallas,['2018']
1098,"Deloitte
",4,diversity_review,['Community driven and inclusion driven workplace. Amazing!'],Executive in TaxCosta Mesa,['2018']
1099,"Deloitte
",4,diversity_review,['My firm participates in numerous green and philanthropic practices. All of which can be geared toward the groups listed above. I am very very satisfied with the social responsibility of my firm.'],Entry-level in ConsultingArlington,['2018']
1100,"Deloitte
",4,diversity_review,"['During Impact Day 2017, we switched vendors to cater each of the sites we were volunteering at to have food from local non-profits to keep the money in the local community. Giving back should be more than just one day a year.']",Mid-level in Audit & AssuranceMinneapolis,['2018']
1101,"Deloitte
",4,diversity_review,"['I am so very proud to work for an organization that is so committed to inclusion and diversity and giving back to the community. It is evident from leadership messaging, activities in the individual offices, and actual results of hiring, that there is firm commitment to being a good corporate citizen.']",Birmingham,['2018']
1102,"Deloitte
",4,diversity_review,"['Best - extremely focused on promoting an open and receptive environment that allows for diversity', 'Worst - as the firm is extremely focused on promoting an inclusive environment, some development opportunities are provided to minority groups that are not always offered to others.']",Experienced in Audit & AssuranceOmaha,['2018']
1103,"Deloitte
",4,diversity_review,['Deloitte has always done its best to support all of the above - always.'],Other in Transaction ServicesJacksonville,['2018']
1104,"Deloitte
",4,diversity_review,['I have seen no negative aspects in any of the issues indicated. All information I have received is geared to equal and positive treatment to all employees.'],Experienced in TaxFresno,['2018']
1105,"Deloitte
",4,diversity_review,['Firm does a great job'],Mid-level in External AuditTampa,['2018']
1106,"Deloitte
",4,diversity_review,['Deloitte is a leader with Inclusion and I am proud to be part of the Deloitte team.'],Executive in TaxPhoenix,['2018']
1107,"Deloitte
",4,diversity_review,"['Very open minded, community driven leadership decisions.']",Experienced in Audit & AssuranceBoston,['2018']
1108,"Deloitte
",4,diversity_review,['Very inclusive.'],Experienced in Information TechnologySalt Lake City,['2018']
1109,"Deloitte
",4,diversity_review,['They seem to make an effort to hire diverse people and military veterans. They have a lot of events and groups within the firm for different groups to meet and plan.'],Mid-level in Audit & AssuranceLos Angeles,['2018']
1110,"Deloitte
",4,diversity_review,"['diversity and inclusion are key tenants of our firm, makes me proud to work here']",New York,['2018']
1111,"Deloitte
",4,diversity_review,"['Deloitte has ""Impact Day"" every year. This is a day that we stay out of the office and make an impact in the community instead. Since I started at Deloitte, we have helped package diapers for struggling families in the area in need and cleaned up a camp that will be used as a veterans retreat, and']",Other2018VERIFIED EMPLOYEE,Nan
1112,"Deloitte
",4,diversity_review,"['As a member of the LGBT community I feel very comfortable working and being myself.', 'Deloitte does volunteer opportunities throughout the year, but does one large day of community volunteering. If you are unable to participate in this singular day of volunteer work, it looks bad.']",Mid-level in Advisory ServicesOrlando,['2018']
1113,"Deloitte
",4,diversity_review,['The firm is taking the leading edge in diversity'],Mid-level in Advisory ServicesIndianapolis,['2018']
1114,"Deloitte
",4,diversity_review,['The firm has implemented Gender Neutral bathrooms and is very inclusive of all groups.'],Chicago,['2018']
1115,"Deloitte
",4,diversity_review,['Our firm invests a lot in diversity and corporate social responsibility. Our leaders are visible in the efforts that they make and it feels more ingrained in our culture. We have an annual day of community involvement and then there are many many other opportunities to get involved with other programs that align with your interests.'],Executive in TaxChicago,['2018']
1116,"Deloitte
",4,diversity_review,"['I view Deloitte to be a very diverse organization (in terms of ethnic background, gender, sexual orientation, physical abilities, veterans, etc.).', ""Philanthropic: philanthropy is a big part of Deloitte's culture - IMPACT Day is a day that the firm looks forward to each year and it is a huge event supporting many local charities and nonprofits.""]",New York,['2018']
1117,"Deloitte
",4,diversity_review,['I think the firm from the top-down is incredible inclusive with minority and underrepresented groupings of individuals.'],Mid-level in External AuditCleveland,['2018']
1118,"Deloitte
",4,diversity_review,"['I feel included and feel that all individuals are treated to the same token, The community outreach opportunities are extensive.']",Mid-level in Audit & AssuranceDavenport,['2018']
1119,"Deloitte
",4,diversity_review,"['Best: commitment to giving back', 'Worst: None noted.']",Experienced in Advisory ServicesParsippany,['2018']
1120,"Deloitte
",4,diversity_review,"['Volunteering and green lifestyles are built into our culture, so finding opportunities or motivation is very easy.']",Mid-level in ConsultingBoston,['2018']
1121,"Deloitte
",4,diversity_review,['Our firm is a leader in encouraging diversity and an accepting workplace environment.'],Experienced in External AuditChicago,['2018']
1122,"Deloitte
",4,diversity_review,['It is great that Deloitte is such a diverse place to work.'],Executive in TaxNew York,['2018']
1123,"Deloitte
",4,diversity_review,"['The general firm makeup is relatively diverse, but becomes less diverse the higher level you get -- there are noticeably fewer women in mid-level regional/sector leadership roles, but there are several women in high-level national leadership roles. The firm does a lot of work regarding philanthropy, inclusion, environmental involvement, and community engagement. The firm has a mandatory day of volunteering each year and sends weekly/monthly emails about opportunities for community engagement, volunteering, philanthropy, etc. The firm also encourages diversity initiatives on a regular basis, particularly for women, minorities, and military veterans.']",Entry-level in Advisory ServicesArlington,['2018']
1124,"Deloitte
",4,diversity_review,['We are one of the best firms in all of these areas.'],Partner/Principal in Risk ManagementDetroit,['2018']
1125,"Deloitte
",4,diversity_review,"[""I am very proud of Deloitte's efforts to promote diversity in all respects as well as our attention to community engagement and corporate responsibility. In many of these areas, Deloitte has been a leader with formal programs to address including our Women's Initiative and Impact Day. While certain formal programs still exist, diversity / inclusion and community involvement is part of our culture.""]",Chicago,['2018']
1126,"Deloitte
",4,diversity_review,"[""I feel that the firm provides lots of opportunities and communities for women, minorities, LGBT, military veterans and others to receive support, a sense of community, and opportunities to develop skills and capabilities. I've been actively involved with the military veteran scene through the Warrior Games and Core program.""]",Arlington,['2018']
1127,"Deloitte
",4,diversity_review,"['I feel that Deloitte and our office is a very diverse environment and that we actively recruit diverse candidates. There are a number of programs, groups, and development opportunities that support under-represented groups.']",ExperiencedOther2018VERIFIED EMPLOYEE,Nan
1128,"Deloitte
",4,diversity_review,"['I feel like our firm does a great job at keeping a good level of diversity with respect to minorities and military veterans through their initiatives. One of my favorite days of the year is Impact Day when we close all of the offices and go do community service together as a firm. The firm does a good job of providing benefits and flexibility that allow women to be a working mom, but the attitudes of some co-workers regarding this issue could be improved.']",Entry-level in Tax2018VERIFIED EMPLOYEE,Nan
1129,"Deloitte
",4,diversity_review,"['The CSR programs seem rather forced, not built into the company culture. While my small group is fairly diverse, the office as a whole feels very white. I have no way of judging the LGBT inclusion.']",Mid-level in ConsultingChicago,['2018']
1130,"Deloitte
",4,diversity_review,"['As a whole, an inclusive culture at the firm.']",McLean,['2018']
1131,"Deloitte
",4,diversity_review,['I am not to involved in this aspect of the firm but from what I gather seems to be pretty good involvement.'],Entry-level in Audit & AssuranceSan Diego,['2018']
1132,"Deloitte
",4,diversity_review,"['There seems to be diversity now, but there are definitely pockets in the firm with no diversity (this is not limited to the upper management but can be seen at all levels).', ""Higher level management does not always seem genuine when it comes to diversity inclusion - feels like they are choosing to be involved because they were told it's important but don't actually believe in it."", 'There are great opportunities though for discussion and new initiatives are helping start the conversation.']",Mid-level in Information TechnologyOther2018VERIFIED EMPLOYEE,Nan
1133,"Deloitte
",4,diversity_review,['Very small percentage of partners/managing directors are women compared to the percentage of women at the firm.'],2018VERIFIED EMPLOYEE,Nan
1134,"Deloitte
",4,diversity_review,"[""We have a pretty active WIN (women's initiative) program at the firm that includes the entire office, annual Impact Day""]",Dallas,['2018']
1135,"Deloitte
",4,diversity_review,"['Best: effort on promoting more females to partner rank', 'Worst: talk of diversity and inclusion but very little example of it outside of women in lower ranks of the workforce']",Experienced in TaxCincinnati,['2018']
1136,"Deloitte
",4,diversity_review,"['Best: Firm is very positive in promoting philanthropic work, everyone at the firm takes one day a year off to go out and do community service work, get X number of days a year to take time off to do charity work.', 'Worst: Not sure...']",Mid-level in TaxPortland,['2018']
1137,"Deloitte
",4,diversity_review,"[""There is a lot of outreach and support for hiring a diverse mix of people from various backgrounds. The firm does sincerely do a good job in its messaging about diversity and seems sincere in efforts to hire and advance women, LGBT employees, and minorities. However, most of senior leadership is still white men (our CEO notwithstanding), very few minorities seem to occupy positions outside of administrative roles (in our office at least), so there's still work to be done in actually achieving a more diverse mix at all levels.""]",Experienced in MarketingStamford,['2018']
1138,"Deloitte
",4,diversity_review,"['Firm is very focused on diversity and community initiatives. So much so that it may be overboard, taking a candidate based on gender versus quality of background']",Experienced in Financial Accounts & ReportingSeattle,['2018']
1139,"Deloitte
",4,diversity_review,"[""I haven't had a lot of experience with all of these different diversities. I work in a very small practice within Deloitte Tax.""]",Experienced in TaxAtlanta,['2018']
1140,"Deloitte
",4,diversity_review,"[""while there's a lot of talk about diversity most leadership and snr partner positions are still held by white men.""]",2018VERIFIED EMPLOYEE,Nan
1141,"Deloitte
",4,diversity_review,"[""I can't speak to the firm's diversity because the office I'm in does not reflect a diverse culture.""]",Other2018VERIFIED EMPLOYEE,Nan
1142,"Deloitte
",4,diversity_review,['best: awareness and active initiatives in place'],Experienced in External AuditMinneapolis,['2018']
1143,"Deloitte
",4,diversity_review,"['FIrm is reasonably diverse, though Africans and Latinos are significantly underrepresented as well as women in general. Unsure of LGBT though this probably means it is low. Green practices are lip service at best. There are many Philanthropic efforts made, though it would be nice to so more Pro bono work using the practitioners skillsets, as opposed to just painting fences and mowing lawns. I know several practitioners with disabilities and they are treated well. Military veterans are also common.']",Mid-level in Advisory ServicesMcLean,['2018']
1144,"Deloitte
",4,diversity_review,"['Based on my observations and information regarding recruiting effort the firm does not recruit at Historically black universities at a satisfactory level. Seems to lean toward universities reported as ""top tier\'. Talent , intelligence and potential does exist at HBU\'s']",2018VERIFIED EMPLOYEE,Nan
1145,"Deloitte
",4,diversity_review,"['I don\'t care about ""diversity"" (in the liberal sense of the word) or other corporate drivel that tends to.be divisive, rather than ""inclusive."" Those initiatives are a waste of time and it dehumanizes people to view them by race, gender or sexual orientation as opposed to, say, human beings.']",Experienced in TaxCleveland,['2018']
1146,"Deloitte
",4,diversity_review,['The firm very heavily promotes community involvement and volunteerism.'],Entry-level in Audit & AssurancePittsburgh,['2018']
1147,"Deloitte
",4,diversity_review,"['maternity leave hinders women leaders from making partner, flexible work schedules hinder promotions, few female leaders in the workplace']",Mid-level in External AuditBoston,['2018']
1148,"EY-Parthenon
",3.5,diversity_review,['Diversity and inclusiveness of all types are stressed and emphasized within the firm. There also a structural focus on maintaining diverse leadership teams.'],Partner in Mergers & AcquisitionsChicago,['2020']
1149,"EY-Parthenon
",3.5,diversity_review,['I think that Parthenon does a great job promoting diversity in the office and in promotions.'],Entry-level in StrategyNew York,['2020']
1150,"EY-Parthenon
",3.5,diversity_review,"['D&I is a major priority at all levels and within all areas of EY-Parthenon. We have a massive D&I team organized around important internal initiatives, training, and recruiting. And Partners have made this a major priority in all decisions related to promotion, performance reviews, compensation, etc. We are championing our diverse professionals and sponsoring them to make sure they are successful. We know we can do even better, so this will continue to be a major focus for us.']",Partner in Health Care and/or PharmaceuticalsBoston,['2020']
1151,"EY-Parthenon
",3.5,diversity_review,['Firm is extremely aware of its blind spots and tries its best to correct them.'],Entry-level in StrategyAtlanta,['2020']
1152,"EY-Parthenon
",3.5,diversity_review,"['Like all firms, EY-Parthenon can always do more to improve recruiting processes and increase the diversity of our candidate pool, but the firm has made significant investments in these types of programs over the past few years which are starting to bear fruit, which is great to see.']",Midlevel in Mergers & AcquisitionsBoston,['2020']
1153,"EY-Parthenon
",3.5,diversity_review,"[""EYP prioritizes inclusiveness and actively targets URM candidates as part of our mission. We have more work to do, but I am very impressed with our leadership team's efforts in equalizing opportunities.""]",Experienced in Business OperationsNashville,['2020']
1154,"EY-Parthenon
",3.5,diversity_review,"[""We have been increasingly adding recruiting partnerships to attract and hire diverse talent and similarly expanding sponsorship / mentorship resources for diverse talent. We are certainly not perfect, but I have confidence that we've been taking large steps in the right direction and there is true commitment from senior leadership.""]",Executive in Government/Public SectorNew York,['2020']
1155,"EY-Parthenon
",3.5,diversity_review,"['The firm needs to continue to focus on representation at the highest levels of the company, and actively promote the hiring and support of diverse candidates. Pay structure is confusing at the firm, and unclear what constitutes pay equality at different levels.']",Experienced in Technology,[]
1156,"EY-Parthenon
",3.5,diversity_review,['I think we are very strong on systems and intent. Outcomes are not where we want them but i know that we are putting in the right efforts.'],Partner in Strategy2020VERIFIED EMPLOYEE,Nan
1157,"EY-Parthenon
",3.5,diversity_review,['I believe the firm goes out of their way to encourage diversity hiring within the extent allowed by the law.'],Midlevel in Health Care and/or PharmaceuticalsLos Angeles,['2020']
1158,"EY-Parthenon
",3.5,diversity_review,['I think that there is a strong culture around making sure women are promoted at the right rate.'],Midlevel in Mergers & AcquisitionsChicago,['2020']
1159,"EY-Parthenon
",3.5,diversity_review,"[""EY-Parthenon has come a tremendously long way in our hiring of a more diverse workforce, but still has ways to go as it relates to development, promotion, and retention of people of color. EY refuses to share or make transparent data on this topic, so it is very difficult to gauge what's worked""]",Experienced in Government/Public SectorBoston,['2020']
1160,"EY-Parthenon
",3.5,diversity_review,"['It feels like the firm is making a very conscious effort in this area, but diversity levels, especially in the Boston office, remain concerning, and it does feel like women and people of color are disproportionately likely to miss promotions.']",Midlevel in Retail & Consumer GoodsBoston,['2020']
1161,"EY-Parthenon
",3.5,diversity_review,"['After my first year, my cohort conducted an anonymous survey to review compensation adjustments and performance review. Generally speaking, the women outperformed the men in their official feedback and deservedly received higher compensation raises/bonuses then the men']",Midlevel in StrategyChicago,['2020']
1162,"EY-Parthenon
",3.5,diversity_review,"['Diversity is something we continue to improve; the firm has taken a strong stance. Men and Women are promoted based on merit, I have not seen otherwise']",Dallas,['2020']
1163,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"['We have a philanthropy committee and the firm is very giving of community needs and causes though matching contribution programs. Firm personnel are recruited nationwide and come from all walks of life, representing all races, ethnicity, disabilities, and individual choices and lifestyles.']",2021VERIFIED EMPLOYEE,Nan
1164,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,['The firm has multiple fundraising events throughout the year where partners match contributions of employees'],Entry-level in Audit & AssuranceSan Francisco,['2021']
1165,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"[""We had multiple charitable initiatives during the holidays to help donate to food banks as well as a program that gave presents to families in need of them. I do not believe I am aware of the full extent of what we do on a yearly basis given I've only been at the firm for a few months so I can't really comment further.""]",Entry-level in TaxSan Jose,['2021']
1166,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"['The firm offers charitable giving opportunities through one of our fringe benefit platforms, as well as donated $100 in everyones preferred charity as a COVID relief movement. Additionally we have a significant match policy for holiday donations to set charities (3:1 I believe in 2020).']",Experienced in External AuditSan Jose,['2021']
1167,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"[""My experience has been that the firm is almost always working on a charitable project, it's highly encouraged and built into the structure of our workplace.""]",Entry-level in TaxSan Francisco,['2021']
1168,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,['The firm does non-profit board training to try and promote more effective community contributions.'],Entry-level in Valuation ServicesSan Francisco,['2021']
1169,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,['Our firms community engagement and corporate responsibility is the best that I have seen from any firm in the Bay Area'],Entry-level in Audit & AssuranceSan Jose,['2021']
1170,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,['Many programs to donate'],San Francisco,['2021']
1171,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"['My firm is extremely involved in philanthropic practices. During the first weeks of training as a new hire and during my internship we had philanthropic events that helped local school teachers and students get access to materials, such as notebooks, pencils, maps, and anything a classroom could be lacking. Additionally, during the recently passed holidays, we had a food drive, where each employee could donate money to help provide food to under supported families for the holidays.']",Entry-level in TaxSan Jose,['2021']
1172,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"['Our firm launched a program ""charity on top"" where they gave everyone a certain amount of money to donate to a charity of their choice. Additionally, they had matching campaigns. I strongly believe our partners want to make a difference and help those adversely affected.']",Mid-level in TaxSan Jose,['2021']
1173,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"[""For as long as I can remember, we've had LGBTQ+ members in leadership positions internally. No one gives it a second thought. Philanthropy and green efforts are encouraged but the focus is typically making space for people to focus on what they personally care about. In the past year, the firm funded individuals for the purpose of charitable giving and helped vet organizations we might give to. Many serve on NFP boards.""]",Executive in ConsultingSan Jose,['2021']
1174,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"['Women are well represented in the partnership', 'Race and inclusivity has been well addressed in the past year especially in the wake of the anti-racism protests', 'Charitable giving is strongly encouraged, multiple charity events throughout the year']",Mid-level in TaxPalo Alto,['2021']
1175,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"[""I feel like the firm is doing well in all these categories and what I appreciate the most is that they believe it's all genuinely worthwhile, and it's all worth being part of the overall strategy, AND they are worth being treated as long-term initiatives that deserve regular support and resources. I think we have room to grow our understanding of these topics and how we intend to influence things outside of our firm (i.e. clients, communities, the industry, etc.). I not ever experienced any issues that would be associated with any kind of discrimination, nor do I feel like I've observed any of it. But even if that's true, I appreciate the firm still wanting to push itself to grow in these areas. We are also considering a dedicated DEI Officer type role within our HR department. I honestly feel like we are well on our way to being a firm that is able to set itself apart from others in this area - but it is continuous work and I genuinely feel the firm is committed to that work for the long term. We also have a formal Philanthropy committee that focuses on charity and volunteer work, as well as conducting trainings on helping people learn about becoming a board member.""]",Executive in Learning & DevelopmentSan Jose,['2021']
1176,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,['The firm holds many charity drives throughout the year and is very generous.'],San Francisco,['2021']
1177,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"[""Cannot speak to gender diversity from a male point of view, but have never felt excluded or treated different because of my race as a person of color. There are a number of Female Partners, though diversity in upper management could be improved (at least within my department). Overall though, I've always felt as though they give adequate consideration to all employees based on their work product and not any biological/societal factor.""]",Mid-level in Audit & AssuranceSan Jose,['2021']
1178,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"[""The firm can do a lot more to make increase diversity. A majority of our employees are white while the smallest demographic are black. We could also use more diversity in our executive/leadership. We could have more women of color in our partnership. I don't know where we stand in terms of LGBTQ+ individuals. I'm aware that some employees identify as LGBTQ+ but I'm sure we could use more representation of LGBTQ+ throughout all levels.""]",Mid-level in Human Resources/RecruitingSan Jose,['2021']
1179,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,['We do a canned food drive and donation competition every year.'],Mid-level in Audit & Assurance2021VERIFIED EMPLOYEE,Nan
1180,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"[""Can't speak to diversity all that much. I think they have a fairly representative group for the region/industry. I'd say at least half the firm is women. Philanthropy has always been pretty strong on the informal side. Recently, a committee has been setup to give this area some more structure. The firm appears to be taking it very seriously which is good to see.""]",Mid-levelPalo Alto,['2020']
1181,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,['Never had a problem with diversity and firm goes out of the way to include philanthropy in our operations'],San Francisco,['2020']
1182,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,['Recently created a philanthropy committee.'],Mid-levelPalo Alto,['2020']
1183,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"['The firm is always looking for ideas and ways to help the community in any philanthropic way possible. It seems like there is always something going on year-round. We did a couple of events during the internship, and have already done a couple of events in the few months that I have been here as a first-year associate. The firm is also very receptive in all sorts of diversity.']",Entry-level in TaxSan Jose,['2020']
1184,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,['The firm consistently carries out positive philanthropic programs and steps to create a positive work environment with respect to diversity.'],Executive in Audit & AssurancePalo Alto,['2020']
1185,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"['Best: the firm has numerous philanthropic activities that the entire firm participates in', 'worst: N/A']",Entry-level in Audit & AssuranceSan Jose,['2020']
1186,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"['The firm does a great job at including diversity among our culture. Each year we bring in employees from Australia, and South Africa (primarily) to help out during busy seasons, during our summer we also send employees to those firms as well. This ends up being a special occasion for those employees as they get to explore another culture while not having the same busy season expectations.']",Experienced in Audit & AssuranceSan Jose,['2020']
1187,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"['Not a lot of diverse racial representation overall. Perception is that the firm supports, encourages, promotes diversity/acceptance/inclusion for all. Feels like a very open-mined/accepting culture and work environment']",San Francisco,['2020']
1188,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"[""I know I was personally thanked by a former (but still involved) managing partner for being a veteran at a our holiday part in December (not sure how he knew, but it made me feel good that he was aware and appreciative). I've personally been involved in some education efforts around implicit bias, to help ensure we are aware of the impacts and needs around diversity. Gender diversity and equity in experience has been a large consideration as of the past couple of years and I think we compare well, if not better, than other firms of our size. I know they are aware of the needs around these topics and are constantly considering these when situations arise around things like engagement, recruiting, retention, promotion, development, etc. The fact that it's present of mind is critically important to me.""]",Executive in Learning & DevelopmentSan Jose,['2020']
1189,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"[""I think we could do better to recycle. I'm proud to say they organize and give us time to participate in volunteering to help the less fortunate in our community""]",Experienced in ControllerSan Jose,['2020']
1190,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,"['The people within the firm are respectful, kind, and helpful to everyone.']",Entry-level in Tax2019VERIFIED EMPLOYEE,Nan
1191,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,['I have not noticed anything that has stood out to me as good or bad. it is a fairly diverse office and have never once seen anything the could be deemed problematic'],Entry-level in Accounts PayablePalo Alto,['2019']
1192,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,['Experience too limited to comment'],Other in Accounts ReceivablePalo Alto,['2019']
1193,"Frank Rimerman + Co. LLP
Related Internships:  Frank, Rimerman + Co. LLP's Summer Internship",4.5,diversity_review,['Lots of males in the experienced structure of the firm. The firm brings in foreign workers as part of a trade-off program with firms affiliated through Baker Tilly.'],Experienced in External AuditSan Jose,['2019']
